,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,winner,wasted_votes,eg,le
2013,1978,New York,NY,36,21,13,US House,20,gen,False,False,Ted S. Weiss,republican,False,total,57452,75936.0,False,20171005,1,19485.0,0.004847292847891995,0.855761868
2016,1978,New York,NY,36,21,13,US House,21,gen,False,False,Robert Garcia,republican,False,total,20769,24449.0,False,20171005,1,8545.5,0.004847292847891995,0.049292117999999996
2023,1978,New York,NY,36,21,13,US House,22,gen,False,False,Jonathan B. Bingham,democrat,False,total,54110,69837.0,False,20171005,1,19192.5,-0.004847292847891995,1.25988698
2027,1978,New York,NY,36,21,13,US House,23,gen,False,False,Peter A. Peyser,democrat,False,total,66354,128572.0,False,20171005,1,2069.0,-0.021082335664270667,0.118008507
2028,1978,New York,NY,36,21,13,US House,24,gen,False,False,Richard L. Ottinger,democrat,False,total,75397,134463.0,False,20171005,1,8166.5,-0.021082335664270667,0.290958569
2035,1978,New York,NY,36,21,13,US House,25,gen,False,False,Hamilton Fish Jr.,republican,False,total,114641,146533.0,False,20171005,1,41375.5,0.021082335664270667,0.9975578070000001
2039,1978,New York,NY,36,21,13,US House,26,gen,False,False,Benjamin A. Gilman,republican,False,total,87059,139637.0,False,20171005,1,17241.5,-0.011822923924643954,0.123230295
2042,1978,New York,NY,36,21,13,US House,27,gen,False,False,Matthew F. McHugh,republican,False,total,83413,149590.0,False,20171005,1,8619.0,-0.011822923924643954,0.061615148
2044,1978,New York,NY,36,21,13,US House,28,gen,False,False,Samuel S. Stratton,republican,False,total,139575,182945.0,False,20171005,1,48103.5,-0.011822923924643954,0.07487790400000001
2050,1978,New York,NY,36,21,13,US House,29,gen,False,False,Gerald B. H. Solomon,democrat,False,total,90572,184223.0,False,20171005,1,-1538.5,0.011822923924643954,0.646435895
2054,1978,New York,NY,36,21,13,US House,30,gen,False,False,Robert C. McEwen,democrat,False,total,79502,141263.0,False,20171005,1,8871.5,0.011822923924643954,0.526547935
2056,1978,New York,NY,36,21,13,US House,31,gen,False,False,Donald J. Mitchell,democrat,False,total,98415,107791.0,False,20171005,1,44520.5,0.011822923924643954,0.239356072
2060,1978,New York,NY,36,21,13,US House,32,gen,False,False,James M. Hanley,democrat,False,total,76251,145471.0,False,20171005,1,3516.5,0.06780844154680706,0.80102551
2062,1978,New York,NY,36,21,13,US House,33,gen,False,False,Gary A. Lee,democrat,False,total,82501,147454.0,False,20171005,1,8775.0,0.06780844154680706,0.077018935
2067,1978,New York,NY,36,21,13,US House,34,gen,False,False,Frank Horton,democrat,False,total,62081,140912.0,False,20171005,1,-8374.0,0.006263306774486335,2.348879558
2068,1978,New York,NY,36,21,13,US House,35,gen,False,False,Barber B. Conable,democrat,False,total,96119,138593.0,False,20171005,1,26823.5,0.006263306774486335,2.8411265080000003
2071,1978,New York,NY,36,21,13,US House,36,gen,False,False,John J. LaFalce,democrat,False,total,95613,134257.0,False,20171005,1,28485.5,0.015931448975418455,2.712224412
2080,1978,New York,NY,36,21,13,US House,37,gen,False,False,Henry J. Nowak,democrat,False,total,67475,90271.0,False,20171005,1,22340.5,0.015931448975418455,0.123230295
2083,1978,New York,NY,36,21,13,US House,38,gen,False,False,Jack Kemp,democrat,False,total,100032,120132.0,False,20171005,1,39967.0,0.015931448975418455,0.16421986800000002
2085,1978,New York,NY,36,21,13,US House,39,gen,False,False,Stanley N. Lundine,republican,False,total,79385,135816.0,False,20171005,1,11478.0,-0.015931448975418455,0.123230295
2087,1978,North Carolina,NC,37,56,47,US House,1,gen,False,False,Walter Jones,democrat,False,total,67716,84530.0,False,20171005,1,25452.0,0.015931448975418455,0.400236882
2091,1978,North Carolina,NC,37,56,47,US House,2,gen,False,False,L. H. Fountain,democrat,False,total,61851,79053.0,False,20171005,1,22325.5,0.015931448975418455,0.980702215
2092,1978,North Carolina,NC,37,56,47,US House,3,gen,False,False,Charles Whitely,republican,False,total,54452,76602.0,False,20171005,1,16152.0,-0.015931448975418455,0.107826508
2094,1978,North Carolina,NC,37,56,47,US House,4,gen,False,False,Ike Andrews,republican,False,total,74249,78685.0,False,20171005,1,34907.5,0.0059392446169774914,0.148816081
2096,1978,North Carolina,NC,37,56,47,US House,5,gen,False,False,Stephen L. Neal,republican,False,total,68778,126939.0,False,20171005,1,5309.5,0.027249515961790805,0.061615148
2098,1978,North Carolina,NC,37,56,47,US House,6,gen,False,False,Richardson Preyer,republican,False,total,58193,85075.0,False,20171005,1,15656.5,0.027249515961790805,0.138634082
2101,1978,North Carolina,NC,37,56,47,US House,7,gen,False,False,Charles Rose,republican,False,total,53696,76842.0,False,20171005,1,15276.0,0.17634762919720956,nan
2102,1978,North Carolina,NC,37,56,47,US House,8,gen,False,False,W. G. (Bill) Hefner,republican,False,total,63168,107110.0,False,20171005,1,9614.0,-0.03699275204631404,1.921681686
2104,1978,North Carolina,NC,37,56,47,US House,9,gen,False,False,James G. Martin,democrat,False,total,66157,96824.0,False,20171005,1,17746.0,0.03699275204631404,0.27204637600000003
2107,1978,North Carolina,NC,37,56,47,US House,10,gen,False,False,James T. Broyhill,democrat,False,total,67004,67004.0,False,20171005,1,33503.0,0.03699275204631404,0.0
2109,1978,North Carolina,NC,37,56,47,US House,11,gen,False,False,Lamar Gudger,democrat,False,total,75460,141292.0,False,20171005,1,4815.0,0.03699275204631404,0.800389334
2110,1978,North Dakota,ND,38,44,36,US House,0,gen,False,False,Mark Andrews,democrat,False,total,147712,220314.0,False,20171005,1,37556.0,0.03699275204631404,1.345841633
2115,1978,Ohio,OH,39,31,24,US House,1,gen,False,False,Willis D. Gradison Jr.,democrat,False,total,73593,114169.0,False,20171005,1,16509.5,-0.05767557554908706,2.1258728209999997
2118,1978,Ohio,OH,39,31,24,US House,2,gen,False,False,Thomas A. Luken,republican,False,total,64522,123238.0,False,20171005,1,2904.0,0.05767557554908706,0.6986373909999999
2121,1978,Ohio,OH,39,31,24,US House,3,gen,False,False,Tony P. Hall,democrat,False,total,62849,116804.0,False,20171005,1,4448.0,-0.05767557554908706,0.118008507
2123,1978,Ohio,OH,39,31,24,US House,4,gen,False,False,Tennyson Guyer,republican,False,total,85575,124935.0,False,20171005,1,23108.5,0.05767557554908706,0.16944165600000002
2125,1978,Ohio,OH,39,31,24,US House,5,gen,False,False,Delbert Latta,democrat,False,total,85547,136618.0,False,20171005,1,17239.0,-0.05767557554908706,5.741266014
2126,1978,Ohio,OH,39,31,24,US House,6,gen,False,False,William H. Harsha,democrat,False,total,85592,131910.0,False,20171005,1,19638.0,-0.05767557554908706,0.34025068700000005
2128,1978,Ohio,OH,39,31,24,US House,7,gen,False,False,Clarence J. Brown,democrat,False,total,92507,92507.0,False,20171005,1,46254.5,-0.05767557554908706,0.597062678
2129,1978,Ohio,OH,39,31,24,US House,8,gen,False,False,Thomas N. Kindness,republican,False,total,81156,113652.0,False,20171005,1,24331.0,0.05767557554908706,0.015403787
2132,1978,Ohio,OH,39,31,24,US House,9,gen,False,False,Thomas Ludlow Ashley,republican,False,total,71709,113128.0,False,20171005,1,15146.0,0.05767557554908706,0.061615148
2137,1978,Ohio,OH,39,31,24,US House,10,gen,False,False,Clarence E. Miller,democrat,False,total,99329,134368.0,False,20171005,1,32146.0,-0.05767557554908706,0.064695905
2139,1978,Ohio,OH,39,31,24,US House,11,gen,False,False,J. William Stanton,republican,False,total,89327,131181.0,False,20171005,1,23737.5,0.054397193513451486,0.158212023
2141,1978,Ohio,OH,39,31,24,US House,12,gen,False,False,Samuel L. Devine,republican,False,total,81573,143271.0,False,20171005,1,9938.5,0.018767740329449056,nan
2143,1978,Ohio,OH,39,31,24,US House,13,gen,False,False,Donald J. Pease,republican,False,total,80875,124144.0,False,20171005,1,18804.0,0.014239128479156546,0.791060113
2145,1978,Ohio,OH,39,31,24,US House,14,gen,False,False,John F. Seiberling,democrat,False,total,82356,113667.0,False,20171005,1,25523.5,-0.014239128479156546,0.0
2148,1978,Ohio,OH,39,31,24,US House,15,gen,False,False,Chalmers P. Wylie,republican,False,total,91023,128023.0,False,20171005,1,27012.5,0.014239128479156546,0.09312440300000001
2149,1978,Ohio,OH,39,31,24,US House,16,gen,False,False,Ralph S. Regula,republican,False,total,105152,134792.0,False,20171005,1,37757.0,0.014239128479156546,0.368643251
2152,1978,Ohio,OH,39,31,24,US House,17,gen,False,False,John M. Ashbrook,republican,False,total,87010,129127.0,False,20171005,1,22447.5,-0.002550447157831986,0.0
2153,1978,Ohio,OH,39,31,24,US House,18,gen,False,False,Douglas Applegate,democrat,False,total,71894,120825.0,False,20171005,1,11482.5,0.002550447157831986,1.6967469430000002
2155,1978,Ohio,OH,39,31,24,US House,19,gen,False,False,Lyle Williams,republican,False,total,71890,141867.0,False,20171005,1,957.5,-0.002550447157831986,0.236017014
2157,1978,Ohio,OH,39,31,24,US House,20,gen,False,False,Mary Rose Oaker,democrat,False,total,76973,76973.0,False,20171005,1,38487.5,0.002550447157831986,0.69649636
2159,1978,Ohio,OH,39,31,24,US House,21,gen,False,False,Louis Stokes,republican,False,total,58934,68467.0,False,20171005,1,24701.5,-0.002550447157831986,0.077018935
2162,1978,Ohio,OH,39,31,24,US House,22,gen,False,False,Charles A. Vanik,democrat,False,total,87551,132572.0,False,20171005,1,21266.0,0.14064467629892854,0.23413756100000002
2164,1978,Ohio,OH,39,31,24,US House,23,gen,False,False,Ronald M. Mottl,democrat,False,total,99975,133707.0,False,20171005,1,33122.5,0.013730770037806721,3.1479864060000002
2166,1978,Oklahoma,OK,40,73,53,US House,1,gen,False,False,James R. Jones,republican,False,total,73886,123290.0,False,20171005,1,12242.0,-0.013730770037806721,0.316375007
2168,1978,Oklahoma,OK,40,73,53,US House,2,gen,False,False,Michael Lynn Synar,democrat,False,total,72583,132436.0,False,20171005,1,6366.0,0.013730770037806721,0.256642589
2170,1978,Oklahoma,OK,40,73,53,US House,3,gen,False,False,Wesley Wade Watkins,democrat,False,total,1,1.0,False,20171005,1,1.5,0.013730770037806721,1.259237421
2171,1978,Oklahoma,OK,40,73,53,US House,4,gen,False,False,Tom Steed,republican,False,total,62993,104414.0,False,20171005,1,10787.0,-0.013730770037806721,0.7261771779999999
2173,1978,Oklahoma,OK,40,73,53,US House,5,gen,False,False,Mickey Edwards,republican,False,total,71451,89429.0,False,20171005,1,26737.5,0.002792205949137148,nan
2175,1978,Oklahoma,OK,40,73,53,US House,6,gen,False,False,Glenn English,republican,False,total,103512,139543.0,False,20171005,1,33741.5,-0.019796556346954555,0.031003442000000003
2179,1978,Oregon,OR,41,92,72,US House,1,gen,False,False,Les AuCoin,democrat,False,total,158706,252378.0,False,20171005,1,32518.0,0.019796556346954555,0.264888674
2182,1978,Oregon,OR,41,92,72,US House,2,gen,False,False,Al Ullman,republican,False,total,152099,220019.0,False,20171005,1,42090.5,0.010635180556752563,0.469108731
2183,1978,Oregon,OR,41,92,72,US House,3,gen,False,False,Robert B. Duncan,democrat,False,total,151895,179460.0,False,20171005,1,62166.0,-0.010635180556752563,11.75482559
2186,1978,Oregon,OR,41,92,72,US House,4,gen,False,False,James Weaver,republican,False,total,124745,221766.0,False,20171005,1,13863.0,0.010635180556752563,0.679976165
2191,1978,Pennsylvania,PA,42,23,14,US House,1,gen,False,False,Michael Myers,democrat,False,total,104412,145162.0,False,20171005,1,31832.0,0.0008074634197964546,0.545928657
2193,1978,Pennsylvania,PA,42,23,14,US House,2,gen,False,False,William H. Gray III,democrat,False,total,132594,161759.0,False,20171005,1,51715.5,0.0008074634197964546,1.166315079
2197,1978,Pennsylvania,PA,42,23,14,US House,3,gen,False,False,Raymond F. Lederer,democrat,False,total,86015,119765.0,False,20171005,1,26133.5,0.0008074634197964546,1.2128891940000002
2198,1978,Pennsylvania,PA,42,23,14,US House,4,gen,False,False,Charles F. Dougherty,democrat,False,total,110445,198000.0,False,20171005,1,11446.0,0.0008074634197964546,0.726148665
2201,1978,Pennsylvania,PA,42,23,14,US House,5,gen,False,False,Richard T. Schulze,democrat,False,total,110565,147269.0,False,20171005,1,36931.5,0.0008074634197964546,0.756137788
2203,1978,Pennsylvania,PA,42,23,14,US House,6,gen,False,False,Gus Yatron,democrat,False,total,106431,144177.0,False,20171005,1,34343.5,0.0008074634197964546,3.1349725719999997
2205,1978,Pennsylvania,PA,42,23,14,US House,7,gen,False,False,Robert W. Edgar,democrat,False,total,79771,158714.0,False,20171005,1,415.0,0.0008074634197964546,2.8215541839999996
2207,1978,Pennsylvania,PA,42,23,14,US House,8,gen,False,False,Peter H. Kostmayer,republican,False,total,89276,146052.0,False,20171005,1,16251.0,-0.0008074634197964546,0.13477951300000002
2209,1978,Pennsylvania,PA,42,23,14,US House,9,gen,False,False,Bud Shuster,republican,False,total,101151,135033.0,False,20171005,1,33635.5,-0.0008074634197964546,0.31493213800000003
2211,1978,Pennsylvania,PA,42,23,14,US House,10,gen,False,False,Joseph M. McDade,republican,False,total,116003,151724.0,False,20171005,1,40142.0,-0.0008074634197964546,0.046505160999999996
2214,1978,Pennsylvania,PA,42,23,14,US House,11,gen,False,False,Daniel J. Flood,democrat,False,total,61433,106768.0,False,20171005,1,8050.0,0.0008074634197964546,10.43837261
2215,1978,Pennsylvania,PA,42,23,14,US House,12,gen,False,False,John P. Murtha,democrat,False,total,104216,151658.0,False,20171005,1,28388.0,0.0008074634197964546,2.068656206
2217,1978,Pennsylvania,PA,42,23,14,US House,13,gen,False,False,R. Lawrence Coughlin,democrat,False,total,112711,159862.0,False,20171005,1,32781.0,0.0008074634197964546,0.76690793
2219,1978,Pennsylvania,PA,42,23,14,US House,14,gen,False,False,William S. Moorhead,democrat,False,total,68004,119202.0,False,20171005,1,8404.0,0.0008074634197964546,3.562041044
2223,1978,Pennsylvania,PA,42,23,14,US House,15,gen,False,False,Donald Lawrence Ritter,republican,False,total,65986,124063.0,False,20171005,1,3955.5,-0.0008074634197964546,0.263529241
2225,1978,Pennsylvania,PA,42,23,14,US House,16,gen,False,False,Robert S. Walker,republican,False,total,91910,119296.0,False,20171005,1,32263.0,-0.0008074634197964546,0.195710808
2227,1978,Pennsylvania,PA,42,23,14,US House,17,gen,False,False,Allen E. Ertel,republican,False,total,79234,132847.0,False,20171005,1,12811.5,-0.0008074634197964546,1.144637585
2229,1978,Pennsylvania,PA,42,23,14,US House,18,gen,False,False,Doug Walgren,republican,False,total,88299,154671.0,False,20171005,1,10964.5,-0.0008074634197964546,0.637053847
2232,1978,Pennsylvania,PA,42,23,14,US House,19,gen,False,False,William F. Goodling,republican,False,total,105424,134001.0,False,20171005,1,38424.5,-0.0008074634197964546,0.259125948
2233,1978,Pennsylvania,PA,42,23,14,US House,20,gen,False,False,Joseph M. Gaydos,republican,False,total,97745,135490.0,False,20171005,1,30001.0,-0.0008074634197964546,0.543363273
