,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,winner,wasted_votes,eg,le
21230,2008,Arkansas,AR,5,71,42,US House,4,gen,,False,Mike Ross,democrat,False,total,203178,235781.0,False,20171005,1,85288.5,,
21232,2008,California,CA,6,93,71,US House,1,gen,,False,Mike Thompson,democrat,False,total,197812,290472.0,False,20171005,1,52577.0,,
21237,2008,California,CA,6,93,71,US House,2,gen,,False,Wally Herger,republican,False,total,163459,282337.0,False,20171005,1,22291.5,,
21240,2008,California,CA,6,93,71,US House,3,gen,,False,Daniel E. Lungren,republican,False,total,155424,314046.0,False,20171005,1,-1598.0,,
21242,2008,California,CA,6,93,71,US House,4,gen,,False,Tom McClintock,republican,False,total,185790,369780.0,False,20171005,1,901.0,,
21246,2008,California,CA,6,93,71,US House,5,gen,,False,Doris O. Matsui,democrat,False,total,164242,221155.0,False,20171005,1,53665.5,,
21248,2008,California,CA,6,93,71,US House,6,gen,,False,Lynn C. Woolsey,democrat,False,total,229672,320362.0,False,20171005,1,69492.0,,
21254,2008,California,CA,6,93,71,US House,7,gen,,False,George Miller,democrat,False,total,170962,234773.0,False,20171005,1,53576.5,,
21258,2008,California,CA,6,93,71,US House,8,gen,,False,Nancy Pelosi,democrat,False,total,204996,285247.0,False,20171005,1,62373.5,,
21264,2008,California,CA,6,93,71,US House,9,gen,,False,Barbara Lee,democrat,False,total,238915,277600.0,False,20171005,1,100116.0,,
21268,2008,California,CA,6,93,71,US House,10,gen,,False,Ellen O. Tauscher,democrat,False,total,192226,295165.0,False,20171005,1,44644.5,,
21269,2008,California,CA,6,93,71,US House,11,gen,,False,Jerry McNerney,democrat,False,total,164500,297616.0,False,20171005,1,15693.0,,
21274,2008,California,CA,6,93,71,US House,12,gen,,False,Jackie Speier,democrat,False,total,200442,266853.0,False,20171005,1,67016.5,,
21277,2008,California,CA,6,93,71,US House,13,gen,,False,Fortney Pete Stark,democrat,False,total,166829,218276.0,False,20171005,1,57692.0,,
21279,2008,California,CA,6,93,71,US House,14,gen,,False,Anna G. Eshoo,democrat,False,total,190301,272766.0,False,20171005,1,53919.0,,
21285,2008,California,CA,6,93,71,US House,15,gen,,False,Michael M. Honda,democrat,False,total,170977,238589.0,False,20171005,1,51683.5,,
21287,2008,California,CA,6,93,71,US House,16,gen,,False,Zoe Lofgren,democrat,False,total,146481,205327.0,False,20171005,1,43818.5,,
21290,2008,California,CA,6,93,71,US House,17,gen,,False,Sam Farr,democrat,False,total,168907,228626.0,False,20171005,1,54595.0,,
21292,2008,California,CA,6,93,71,US House,18,gen,,False,Dennis A. Cardoza,democrat,False,total,130192,130192.0,False,20171005,1,65097.0,,
21293,2008,California,CA,6,93,71,US House,19,gen,,False,George Radanovich,republican,False,total,179245,182101.0,False,20171005,1,88195.5,,
21297,2008,California,CA,6,93,71,US House,20,gen,,False,Jim Costa,democrat,False,total,93023,125141.0,False,20171005,1,30453.5,,
21298,2008,California,CA,6,93,71,US House,21,gen,,False,Devin Nunes,republican,False,total,143498,209815.0,False,20171005,1,38591.5,,
21300,2008,California,CA,6,93,71,US House,22,gen,,False,Kevin McCarthy,republican,False,total,224549,224549.0,False,20171005,1,112275.5,,
21302,2008,California,CA,6,93,71,US House,23,gen,,False,Lois Capps,democrat,False,total,171403,251788.0,False,20171005,1,45510.0,,
21303,2008,California,CA,6,93,71,US House,24,gen,,False,Elton Gallegly,republican,False,total,174492,300052.0,False,20171005,1,24467.0,,
21306,2008,California,CA,6,93,71,US House,25,gen,,False,"Howard P. """"Buck"""" McKeon",republican,False,total,144660,250589.0,False,20171005,1,19366.5,,
21308,2008,California,CA,6,93,71,US House,26,gen,,False,David Dreier,republican,False,total,140615,267130.0,False,20171005,1,7051.0,,
21310,2008,California,CA,6,93,71,US House,27,gen,,False,Brad Sherman,democrat,False,total,145812,212835.0,False,20171005,1,39395.5,,
21314,2008,California,CA,6,93,71,US House,28,gen,,False,Howard L. Berman,democrat,False,total,137471,137621.0,False,20171005,1,68661.5,,
21317,2008,California,CA,6,93,71,US House,29,gen,,False,Adam B. Schiff,democrat,False,total,146198,212144.0,False,20171005,1,40127.0,,
21318,2008,California,CA,6,93,71,US House,30,gen,,False,Henry A. Waxman,democrat,False,total,242792,242792.0,False,20171005,1,121397.0,,
21319,2008,California,CA,6,93,71,US House,31,gen,,False,Xavier Becerra,democrat,False,total,110955,110955.0,False,20171005,1,55478.5,,
21321,2008,California,CA,6,93,71,US House,32,gen,,False,Hilda L. Solis,democrat,False,total,130142,130150.0,False,20171005,1,65068.0,,
21323,2008,California,CA,6,93,71,US House,33,gen,,False,Diane E. Watson,democrat,False,total,186924,213460.0,False,20171005,1,80195.0,,
21324,2008,California,CA,6,93,71,US House,34,gen,,False,Lucille Roybal-Allard,democrat,False,total,98503,127769.0,False,20171005,1,34619.5,,
21328,2008,California,CA,6,93,71,US House,35,gen,,False,Maxine Waters,democrat,False,total,150778,182579.0,False,20171005,1,59489.5,,
21329,2008,California,CA,6,93,71,US House,36,gen,,False,Jane Harman,democrat,False,total,171948,250491.0,False,20171005,1,46703.5,,
21335,2008,California,CA,6,93,71,US House,37,gen,,False,Laura Richardson,democrat,False,total,131342,175252.0,False,20171005,1,43717.0,,
21336,2008,California,CA,6,93,71,US House,38,gen,,False,Grace F. Napolitano,democrat,False,total,130211,159324.0,False,20171005,1,50550.0,,
21339,2008,California,CA,6,93,71,US House,39,gen,,False,Linda T. S_nchez,democrat,False,total,125289,179822.0,False,20171005,1,35379.0,,
21341,2008,California,CA,6,93,71,US House,40,gen,,False,Edward R. Royce,republican,False,total,144923,231695.0,False,20171005,1,29076.5,,
21343,2008,California,CA,6,93,71,US House,41,gen,,False,Jerry Lewis,republican,False,total,159486,258700.0,False,20171005,1,30137.0,,
21345,2008,California,CA,6,93,71,US House,42,gen,,False,Gary G. Miller,republican,False,total,158404,263313.0,False,20171005,1,26748.5,,
21347,2008,California,CA,6,93,71,US House,43,gen,,False,Joe Baca,democrat,False,total,108259,156571.0,False,20171005,1,29974.5,,
21349,2008,California,CA,6,93,71,US House,44,gen,,False,Ken Calvert,republican,False,total,129937,253827.0,False,20171005,1,3024.5,,
21350,2008,California,CA,6,93,71,US House,45,gen,,False,Mary Bono Mack,republican,False,total,155166,266192.0,False,20171005,1,22071.0,,
21354,2008,California,CA,6,93,71,US House,46,gen,,False,Dana Rohrabacher,republican,False,total,149818,285277.0,False,20171005,1,7180.5,,
21358,2008,California,CA,6,93,71,US House,47,gen,,False,Loretta Sanchez,democrat,False,total,85878,123584.0,False,20171005,1,24087.0,,
21359,2008,California,CA,6,93,71,US House,48,gen,,False,John Campbell,republican,False,total,171658,308702.0,False,20171005,1,17308.0,,
21362,2008,California,CA,6,93,71,US House,49,gen,,False,Darrell E. Issa,republican,False,total,140300,240670.0,False,20171005,1,19966.0,,
21366,2008,California,CA,6,93,71,US House,50,gen,,False,Brian P. Bilbray,republican,False,total,157502,313502.0,False,20171005,1,752.0,,
21369,2008,California,CA,6,93,71,US House,51,gen,,False,Bob Filner,democrat,False,total,148281,203825.0,False,20171005,1,46369.5,,
21371,2008,California,CA,6,93,71,US House,52,gen,,False,Duncan D. Hunter,republican,False,total,160724,285138.0,False,20171005,1,18156.0,,
21377,2008,California,CA,6,93,71,US House,53,gen,,False,Susan A. Davis,democrat,False,total,161315,235542.0,False,20171005,1,43545.0,,
21380,2008,Colorado,CO,8,84,62,US House,1,gen,,False,Diana DeGette,democrat,False,total,203755,283246.0,False,20171005,1,62133.0,,
21384,2008,Colorado,CO,8,84,62,US House,2,gen,,False,Jared Polis,democrat,False,total,215571,344364.0,False,20171005,1,43390.0,,
21386,2008,Colorado,CO,8,84,62,US House,3,gen,,False,John T. Salazar,democrat,False,total,203455,330217.0,False,20171005,1,38347.5,,
21389,2008,Colorado,CO,8,84,62,US House,4,gen,,False,Betsy Markey,democrat,False,total,187347,333375.0,False,20171005,1,20660.5,,
21393,2008,Colorado,CO,8,84,62,US House,5,gen,,False,Doug Lamborn,republican,False,total,183178,305142.0,False,20171005,1,30608.0,,
21395,2008,Colorado,CO,8,84,62,US House,6,gen,,False,Mike Coffman,republican,False,total,250877,413516.0,False,20171005,1,44120.0,,
21397,2008,Colorado,CO,8,84,62,US House,7,gen,,False,Ed Perlmutter,democrat,False,total,173931,273986.0,False,20171005,1,36939.0,,
21398,2008,Connecticut,CT,9,16,1,US House,1,gen,,False,John B. Larson,democrat,False,total,194493,295557.0,False,20171005,1,46715.5,,
21406,2008,Connecticut,CT,9,16,1,US House,2,gen,,False,Joe Courtney,democrat,False,total,198984,323041.0,False,20171005,1,37464.5,,
21408,2008,Connecticut,CT,9,16,1,US House,3,gen,,False,Rosa L. DeLauro,democrat,False,total,204761,297368.0,False,20171005,1,56078.0,,
21412,2008,Connecticut,CT,9,16,1,US House,4,gen,,False,Jim Himes,democrat,False,total,149345,308776.0,False,20171005,1,-5042.0,,
21420,2008,Connecticut,CT,9,16,1,US House,5,gen,,False,Christopher S. Murphy,democrat,False,total,161178,302657.0,False,20171005,1,9850.5,,
21426,2008,Delaware,DE,10,51,11,US House,0,gen,,False,Michael N. Castle,republican,False,total,235437,385457.0,False,20171005,1,42709.5,,
21427,2008,Florida,FL,12,59,43,US House,1,gen,,False,Jeff Miller,republican,False,total,232559,331356.0,False,20171005,1,66882.0,,
21429,2008,Florida,FL,12,59,43,US House,2,gen,,False,Allen Boyd,democrat,False,total,216804,350367.0,False,20171005,1,41621.5,,
21432,2008,Florida,FL,12,59,43,US House,3,gen,,False,Corrine Brown,democrat,False,total,1,1.0,False,20171005,1,1.5,,
21434,2008,Florida,FL,12,59,43,US House,4,gen,,False,Ander Crenshaw,republican,False,total,224112,343442.0,False,20171005,1,52392.0,,
21436,2008,Florida,FL,12,59,43,US House,5,gen,,False,Ginny Brown-Waite,republican,False,total,265186,433632.0,False,20171005,1,48371.0,,
21438,2008,Florida,FL,12,59,43,US House,6,gen,,False,Cliff Stearns,republican,False,total,228302,374957.0,False,20171005,1,40824.5,,
21440,2008,Florida,FL,12,59,43,US House,7,gen,,False,John L. Mica,republican,False,total,238721,385013.0,False,20171005,1,46215.5,,
21442,2008,Florida,FL,12,59,43,US House,8,gen,,False,Alan Grayson,democrat,False,total,172854,332344.0,False,20171005,1,6683.0,,
21447,2008,Florida,FL,12,59,43,US House,9,gen,,False,Gus M. Bilirakis,republican,False,total,216591,348378.0,False,20171005,1,42403.0,,
21448,2008,Florida,FL,12,59,43,US House,10,gen,,False,C. W. Bill Young,republican,False,total,182781,301220.0,False,20171005,1,32172.0,,
21452,2008,Florida,FL,12,59,43,US House,11,gen,,False,Kathy Castor,democrat,False,total,184106,256931.0,False,20171005,1,55641.5,,
21454,2008,Florida,FL,12,59,43,US House,12,gen,,False,Adam H. Putnam,republican,False,total,185698,323163.0,False,20171005,1,24117.5,,
21456,2008,Florida,FL,12,59,43,US House,13,gen,,False,Vern Buchanan,republican,False,total,204382,367996.0,False,20171005,1,20385.0,,
21459,2008,Florida,FL,12,59,43,US House,14,gen,,False,Connie Mack,republican,False,total,224602,377891.0,False,20171005,1,35657.5,,
21464,2008,Florida,FL,12,59,43,US House,15,gen,,False,Bill Posey,republican,False,total,192151,361871.0,False,20171005,1,11216.5,,
21468,2008,Florida,FL,12,59,43,US House,16,gen,,False,Tom Rooney,republican,False,total,209874,349247.0,False,20171005,1,35251.5,,
21469,2008,Florida,FL,12,59,43,US House,17,gen,,False,Kendrick B. Meek,democrat,False,total,1,1.0,False,20171005,1,1.5,,
21470,2008,Florida,FL,12,59,43,US House,18,gen,,False,Ileana Ros-Lehtinen,republican,False,total,140617,242989.0,False,20171005,1,19123.5,,
21472,2008,Florida,FL,12,59,43,US House,19,gen,,False,Robert Wexler,democrat,False,total,202465,306036.0,False,20171005,1,49448.0,,
21475,2008,Florida,FL,12,59,43,US House,20,gen,,False,Debbie Wasserman Schultz,democrat,False,total,202832,261799.0,False,20171005,1,71933.5,,
21478,2008,Florida,FL,12,59,43,US House,21,gen,,False,Lincoln Diaz-Balart,republican,False,total,137226,237002.0,False,20171005,1,18726.0,,
21481,2008,Florida,FL,12,59,43,US House,22,gen,,False,Ron Klein,democrat,False,total,169041,309151.0,False,20171005,1,14466.5,,
21485,2008,Florida,FL,12,59,43,US House,23,gen,,False,Alcee L. Hastings,democrat,False,total,172835,210306.0,False,20171005,1,67683.0,,
21488,2008,Florida,FL,12,59,43,US House,24,gen,,False,Suzanne M. Kosmas,democrat,False,total,211284,369370.0,False,20171005,1,26600.0,,
21490,2008,Florida,FL,12,59,43,US House,25,gen,,False,Mario Diaz-Balart,republican,False,total,130891,246711.0,False,20171005,1,7536.5,,
21491,2008,Georgia,GA,13,58,44,US House,1,gen,,False,Jack Kingston,republican,False,total,165890,249334.0,False,20171005,1,41224.0,,
21493,2008,Georgia,GA,13,58,44,US House,2,gen,,False,Sanford D. Bishop Jr.,democrat,False,total,158435,229786.0,False,20171005,1,43543.0,,
21496,2008,Georgia,GA,13,58,44,US House,3,gen,,False,Lynn A. Westmoreland,republican,False,total,225055,342580.0,False,20171005,1,53766.0,,
21498,2008,Georgia,GA,13,58,44,US House,4,gen,,False,"Henry C. """"Hank"""" Johnson Jr.",democrat,False,total,224494,224694.0,False,20171005,1,112148.0,,
21504,2008,Georgia,GA,13,58,44,US House,5,gen,,False,John Lewis,democrat,False,total,231368,231474.0,False,20171005,1,115632.0,,
21506,2008,Georgia,GA,13,58,44,US House,6,gen,,False,Tom Price,republican,False,total,231520,338071.0,False,20171005,1,62485.5,,
21507,2008,Georgia,GA,13,58,44,US House,7,gen,,False,John Linder,republican,False,total,209354,337513.0,False,20171005,1,40598.5,,
21510,2008,Georgia,GA,13,58,44,US House,8,gen,,False,Jim Marshall,democrat,False,total,157241,274687.0,False,20171005,1,19898.5,,
21511,2008,Georgia,GA,13,58,44,US House,9,gen,,False,Nathan Deal,republican,False,total,217493,288030.0,False,20171005,1,73479.0,,
21513,2008,Georgia,GA,13,58,44,US House,10,gen,,False,Paul C. Broun,republican,False,total,177265,291903.0,False,20171005,1,31314.5,,
21516,2008,Georgia,GA,13,58,44,US House,11,gen,,False,Phil Gingrey,republican,False,total,204082,299302.0,False,20171005,1,54432.0,,
21517,2008,Georgia,GA,13,58,44,US House,12,gen,,False,John Barrow,democrat,False,total,164562,249335.0,False,20171005,1,39895.5,,
21520,2008,Georgia,GA,13,58,44,US House,13,gen,,False,David Scott,democrat,False,total,205919,298239.0,False,20171005,1,56800.5,,
21522,2008,Hawaii,HI,15,95,82,US House,1,gen,,False,Neil Abercrombie,democrat,False,total,154208,218434.0,False,20171005,1,44992.0,,
21526,2008,Hawaii,HI,15,95,82,US House,2,gen,,False,Mazie K. Hirono,democrat,False,total,165748,237630.0,False,20171005,1,46934.0,,
21532,2008,Idaho,ID,16,82,63,US House,1,gen,,False,Walt Minnick,democrat,False,total,175898,347585.0,False,20171005,1,2106.5,,
21535,2008,Idaho,ID,16,82,63,US House,2,gen,,False,Michael K. Simpson,republican,False,total,205777,290267.0,False,20171005,1,60644.5,,
21537,2008,Illinois,IL,17,33,21,US House,1,gen,,False,Bobby L. Rush,democrat,False,total,233036,271397.0,False,20171005,1,97338.5,,
21540,2008,Illinois,IL,17,33,21,US House,2,gen,,False,Jesse L. Jackson Jr.,democrat,False,total,251052,280776.0,False,20171005,1,110665.0,,
21542,2008,Illinois,IL,17,33,21,US House,3,gen,,False,Daniel Lipinski,democrat,False,total,172581,235524.0,False,20171005,1,54820.0,,
21547,2008,Illinois,IL,17,33,21,US House,4,gen,,False,Luis V. Gutierrez,democrat,False,total,112529,139606.0,False,20171005,1,42727.0,,
21548,2008,Illinois,IL,17,33,21,US House,5,gen,,False,Rahm Emanuel,democrat,False,total,170728,230892.0,False,20171005,1,55283.0,,
21551,2008,Illinois,IL,17,33,21,US House,6,gen,,False,Peter J. Roskam,republican,False,total,147906,256913.0,False,20171005,1,19450.5,,
21554,2008,Illinois,IL,17,33,21,US House,7,gen,,False,Danny K. Davis,democrat,False,total,235343,276817.0,False,20171005,1,96935.5,,
21555,2008,Illinois,IL,17,33,21,US House,8,gen,,False,Melissa L. Bean,democrat,False,total,179444,295525.0,False,20171005,1,31682.5,,
21558,2008,Illinois,IL,17,33,21,US House,9,gen,,False,Janice D. Schakowsky,democrat,False,total,181948,243694.0,False,20171005,1,60102.0,,
21561,2008,Illinois,IL,17,33,21,US House,10,gen,,False,Mark Steven Kirk,republican,False,total,153082,291258.0,False,20171005,1,7454.0,,
21563,2008,Illinois,IL,17,33,21,US House,11,gen,,False,"Deborah """"Debbie"""" Halvorson",democrat,False,total,185652,317895.0,False,20171005,1,26705.5,,
21566,2008,Illinois,IL,17,33,21,US House,12,gen,,False,Jerry F. Costello,democrat,False,total,212891,298181.0,False,20171005,1,63801.5,,
21570,2008,Illinois,IL,17,33,21,US House,13,gen,,False,Judy Biggert,republican,False,total,180888,337771.0,False,20171005,1,12003.5,,
21575,2008,Illinois,IL,17,33,21,US House,14,gen,,False,Bill Foster,democrat,False,total,185404,321057.0,False,20171005,1,24876.5,,
21576,2008,Illinois,IL,17,33,21,US House,15,gen,,False,Timothy V. Johnson,republican,False,total,187121,291514.0,False,20171005,1,41365.0,,
21580,2008,Illinois,IL,17,33,21,US House,16,gen,,False,Donald A. Manzullo,republican,False,total,190039,312220.0,False,20171005,1,33930.0,,
21582,2008,Illinois,IL,17,33,21,US House,17,gen,,False,Phil Hare,democrat,False,total,220961,221478.0,False,20171005,1,110223.0,,
21585,2008,Illinois,IL,17,33,21,US House,18,gen,,False,Aaron Schock,republican,False,total,182589,310088.0,False,20171005,1,27546.0,,
21587,2008,Illinois,IL,17,33,21,US House,19,gen,,False,John Shimkus,republican,False,total,203434,315589.0,False,20171005,1,45640.5,,
21589,2008,Indiana,IN,18,32,22,US House,1,gen,,False,Peter J. Visclosky,democrat,False,total,199954,282022.0,False,20171005,1,58944.0,,
21594,2008,Indiana,IN,18,32,22,US House,2,gen,,False,Joe Donnelly,democrat,False,total,187416,279346.0,False,20171005,1,47744.0,,
21597,2008,Indiana,IN,18,32,22,US House,3,gen,,False,Mark E. Souder,republican,False,total,155693,282879.0,False,20171005,1,14254.5,,
21599,2008,Indiana,IN,18,32,22,US House,4,gen,,False,Steve Buyer,republican,False,total,192526,321564.0,False,20171005,1,31745.0,,
21601,2008,Indiana,IN,18,32,22,US House,5,gen,,False,Dan Burton,republican,False,total,234705,358062.0,False,20171005,1,55675.0,,
21604,2008,Indiana,IN,18,32,22,US House,6,gen,,False,Mike Pence,republican,False,total,180608,282412.0,False,20171005,1,39403.0,,
21606,2008,Indiana,IN,18,32,22,US House,7,gen,,False,Andr_ Carson,democrat,False,total,172650,265299.0,False,20171005,1,40001.5,,
21608,2008,Indiana,IN,18,32,22,US House,8,gen,,False,Brad Ellsworth,democrat,False,total,188693,291462.0,False,20171005,1,42963.0,,
21610,2008,Indiana,IN,18,32,22,US House,9,gen,,False,Baron P. Hill,democrat,False,total,181281,313804.0,False,20171005,1,24380.0,,
21614,2008,Iowa,IA,19,42,31,US House,1,gen,,False,Bruce L. Braley,democrat,False,total,186991,289430.0,False,20171005,1,42277.0,,
21618,2008,Iowa,IA,19,42,31,US House,2,gen,,False,David Loebsack,democrat,False,total,175218,306097.0,False,20171005,1,22170.5,,
21620,2008,Iowa,IA,19,42,31,US House,3,gen,,False,Leonard L. Boswell,democrat,False,total,176904,313639.0,False,20171005,1,20085.5,,
21623,2008,Iowa,IA,19,42,31,US House,4,gen,,False,Tom Latham,republican,False,total,185458,306204.0,False,20171005,1,32357.0,,
21624,2008,Iowa,IA,19,42,31,US House,5,gen,,False,Steve King,republican,False,total,159430,266437.0,False,20171005,1,26212.5,,
21627,2008,Kansas,KS,20,47,32,US House,1,gen,,False,Jerry Moran,republican,False,total,214549,262027.0,False,20171005,1,83536.5,,
21633,2008,Kansas,KS,20,47,32,US House,2,gen,,False,Lynn Jenkins,republican,False,total,155532,307308.0,False,20171005,1,1879.0,,
21638,2008,Kansas,KS,20,47,32,US House,3,gen,,False,Dennis Moore,democrat,False,total,202541,358858.0,False,20171005,1,23113.0,,
21639,2008,Kansas,KS,20,47,32,US House,4,gen,,False,Todd Tiahrt,republican,False,total,177617,280109.0,False,20171005,1,37563.5,,
21645,2008,Kentucky,KY,21,61,51,US House,1,gen,,False,Ed Whitfield,republican,False,total,178107,276786.0,False,20171005,1,39715.0,,
21647,2008,Kentucky,KY,21,61,51,US House,2,gen,,False,S. Brett Guthrie,republican,False,total,158936,302315.0,False,20171005,1,7779.5,,
21649,2008,Kentucky,KY,21,61,51,US House,3,gen,,False,John A. Yarmuth,democrat,False,total,203843,343370.0,False,20171005,1,32159.0,,
21650,2008,Kentucky,KY,21,61,51,US House,4,gen,,False,Geoff Davis,republican,False,total,190210,301759.0,False,20171005,1,39331.5,,
21653,2008,Kentucky,KY,21,61,51,US House,5,gen,,False,Harold Rogers,republican,False,total,177024,210468.0,False,20171005,1,71791.0,,
21655,2008,Kentucky,KY,21,61,51,US House,6,gen,,False,Ben Chandler,democrat,False,total,203764,315142.0,False,20171005,1,46194.0,,
21657,2008,Louisiana,LA,22,72,45,US House,1,gen,,False,Steve Scalise,republican,False,total,189168,288007.0,False,20171005,1,45165.5,,
21660,2008,Louisiana,LA,22,72,45,US House,2,gen,,False,"Anh """"Joseph"""" Cao",republican,False,total,33132,66882.0,False,20171005,1,-308.0,,
21662,2008,Louisiana,LA,22,72,45,US House,3,gen,,False,Charlie Melancon,democrat,False,total,1,1.0,False,20171005,1,1.5,,
21665,2008,Louisiana,LA,22,72,45,US House,4,gen,,False,John Fleming,republican,False,total,44501,92572.0,False,20171005,1,-1784.0,,
21667,2008,Louisiana,LA,22,72,45,US House,5,gen,,False,Rodney Alexander,republican,False,total,1,1.0,False,20171005,1,1.5,,
21669,2008,Louisiana,LA,22,72,45,US House,6,gen,,False,"William """"Bill"""" Cassidy",republican,False,total,150332,312416.0,False,20171005,1,-5875.0,,
21672,2008,Louisiana,LA,22,72,45,US House,7,gen,,False,Charles W. Boustany,republican,False,total,177173,286299.0,False,20171005,1,34024.5,,
21674,2008,Maine,ME,23,11,2,US House,1,gen,,False,Chellie Pingree,democrat,False,total,205629,374559.0,False,20171005,1,18350.5,,
21676,2008,Maine,ME,23,11,2,US House,2,gen,,False,Michael H. Michaud,democrat,False,total,226274,335542.0,False,20171005,1,58504.0,,
21681,2008,Maryland,MD,24,52,52,US House,1,gen,,False,Frank M. Kratovil Jr.,democrat,False,total,177065,360480.0,False,20171005,1,-3174.0,,
21684,2008,Maryland,MD,24,52,52,US House,2,gen,,False,C. A. Dutch Ruppersberger,democrat,False,total,198578,276333.0,False,20171005,1,60412.5,,
21686,2008,Maryland,MD,24,52,52,US House,3,gen,,False,John P. Sarbanes,democrat,False,total,203711,292448.0,False,20171005,1,57488.0,,
21695,2008,Maryland,MD,24,52,52,US House,4,gen,,False,Donna F. Edwards,democrat,False,total,258704,301431.0,False,20171005,1,107989.5,,
21697,2008,Maryland,MD,24,52,52,US House,5,gen,,False,Steny H. Hoyer,democrat,False,total,253854,344691.0,False,20171005,1,81509.5,,
21703,2008,Maryland,MD,24,52,52,US House,6,gen,,False,Roscoe G. Bartlett,republican,False,total,190926,330535.0,False,20171005,1,25659.5,,
21705,2008,Maryland,MD,24,52,52,US House,7,gen,,False,Elijah E. Cummings,democrat,False,total,227379,286020.0,False,20171005,1,84370.0,,
21715,2008,Maryland,MD,24,52,52,US House,8,gen,,False,Chris Van Hollen,democrat,False,total,229740,306014.0,False,20171005,1,76734.0,,
21720,2008,Massachusetts,MA,25,14,3,US House,1,gen,,False,John W. Olver,democrat,False,total,215696,309617.0,False,20171005,1,60888.5,,
21722,2008,Massachusetts,MA,25,14,3,US House,2,gen,,False,Richard E. Neal,democrat,False,total,234369,306820.0,False,20171005,1,80960.0,,
21724,2008,Massachusetts,MA,25,14,3,US House,3,gen,,False,James P. McGovern,democrat,False,total,227619,303315.0,False,20171005,1,75962.5,,
21731,2008,Massachusetts,MA,25,14,3,US House,4,gen,,False,Barney Frank,democrat,False,total,203032,315734.0,False,20171005,1,45166.0,,
21734,2008,Massachusetts,MA,25,14,3,US House,5,gen,,False,Niki Tsongas,democrat,False,total,225947,302397.0,False,20171005,1,74749.5,,
21735,2008,Massachusetts,MA,25,14,3,US House,6,gen,,False,John F. Tierney,democrat,False,total,226216,338718.0,False,20171005,1,56858.0,,
21742,2008,Massachusetts,MA,25,14,3,US House,7,gen,,False,Edward J. Markey,democrat,False,total,212304,301210.0,False,20171005,1,61700.0,,
21745,2008,Massachusetts,MA,25,14,3,US House,8,gen,,False,Michael E. Capuano,democrat,False,total,185530,244013.0,False,20171005,1,63524.5,,
21747,2008,Massachusetts,MA,25,14,3,US House,9,gen,,False,Stephen F. Lynch,democrat,False,total,242166,317420.0,False,20171005,1,83457.0,,
21750,2008,Massachusetts,MA,25,14,3,US House,10,gen,,False,William D. Delahunt,democrat,False,total,272899,363751.0,False,20171005,1,91024.5,,
21754,2008,Michigan,MI,26,34,23,US House,1,gen,,False,Bart Stupak,democrat,False,total,213216,327836.0,False,20171005,1,49299.0,,
21760,2008,Michigan,MI,26,34,23,US House,2,gen,,False,Peter Hoekstra,republican,False,total,214100,343309.0,False,20171005,1,42446.5,,
21765,2008,Michigan,MI,26,34,23,US House,3,gen,,False,Vernon J. Ehlers,republican,False,total,203799,333518.0,False,20171005,1,37041.0,,
21768,2008,Michigan,MI,26,34,23,US House,4,gen,,False,Dave Camp,republican,False,total,204259,329764.0,False,20171005,1,39378.0,,
21772,2008,Michigan,MI,26,34,23,US House,5,gen,,False,Dale E. Kildee,democrat,False,total,221841,315295.0,False,20171005,1,64194.5,,
21774,2008,Michigan,MI,26,34,23,US House,6,gen,,False,Fred Upton,republican,False,total,188157,319646.0,False,20171005,1,28335.0,,
21778,2008,Michigan,MI,26,34,23,US House,7,gen,,False,Mark Schauer,democrat,False,total,157213,322286.0,False,20171005,1,-3929.0,,
21786,2008,Michigan,MI,26,34,23,US House,8,gen,,False,Mike Rogers,republican,False,total,204408,361607.0,False,20171005,1,23605.5,,
21789,2008,Michigan,MI,26,34,23,US House,9,gen,,False,Gary Peters,democrat,False,total,183311,351963.0,False,20171005,1,7330.5,,
21793,2008,Michigan,MI,26,34,23,US House,10,gen,,False,Candice S. Miller,republican,False,total,230471,347603.0,False,20171005,1,56670.5,,
21799,2008,Michigan,MI,26,34,23,US House,11,gen,,False,Thaddeus G. McCotter,republican,False,total,177461,345182.0,False,20171005,1,4871.0,,
21803,2008,Michigan,MI,26,34,23,US House,12,gen,,False,Sander M. Levin,democrat,False,total,225094,312344.0,False,20171005,1,68923.0,,
21808,2008,Michigan,MI,26,34,23,US House,13,gen,,False,Carolyn C. Kilpatrick,democrat,False,total,167481,225922.0,False,20171005,1,54521.0,,
21813,2008,Michigan,MI,26,34,23,US House,14,gen,,False,John Conyers Jr.,democrat,False,total,227841,246588.0,False,20171005,1,104548.0,,
21815,2008,Michigan,MI,26,34,23,US House,15,gen,,False,John D. Dingell,democrat,False,total,231784,327827.0,False,20171005,1,67871.5,,
21824,2008,Minnesota,MN,27,41,33,US House,2,gen,,False,John Kline,republican,False,total,220924,385656.0,False,20171005,1,28097.0,,
21830,2008,Minnesota,MN,27,41,33,US House,3,gen,,False,Erik Paulsen,republican,False,total,178932,369104.0,False,20171005,1,-5619.0,,
21842,2008,Minnesota,MN,27,41,33,US House,6,gen,,False,Michele Bachmann,republican,False,total,187817,404725.0,False,20171005,1,-14544.5,,
